ath1_probe	FC_27_28_35_36_GSE576	Pvalue_27_28_35_36_down	Pvalue_27_28_35_36_up	FC_29_30_37_38_GSE576	Pvalue_29_30_37_38_down	Pvalue_29_30_37_38_up	FC_31_32_39_40_GSE576	Pvalue_31_32_39_40_down	Pvalue_31_32_39_40_up	FC_33_34_41_42_GSE576	Pvalue_33_34_41_42_down	Pvalue_33_34_41_42_up	ID	Annotation
247679_at	0.3107	0.929	0.0411	0.134	0.8999	0.2175	-0.0732	0.2157	0.5794	-0.3953	0.0131	0.9688	AT5G59540	oxidoreductase, 2OG-Fe(II) oxygenase family protein
247680_s_at	-0.3213	0.025	0.9831	-0.2052	0.1085	0.9549	-0.0958	0.2717	0.8209	-0.4465	0.0046	0.9919	AT1G61210;AT5G59630	[AT1G61210, WD-40 repeat family protein / katanin p80 subunit, putative];[AT5G59630, pseudogene, glycine-rich protein,  blastp match of 53% identity and 5.4e-10 P-value to GP|9837280|gb|AAG00510.1||AF285172 leaf senescence-associated receptor-like protein kinase {Phaseolus vulgaris}]
247681_at	0.0039	0.5431	0.5402	0.1135	0.8594	0.2326	0.2485	0.9688	0.0745	0.029	0.3831	0.333	AT5G59640	transposable element gene
247682_at	0.4345	0.9922	0.016	0.1264	0.2753	0.0632	-0.1155	0.2083	0.8039	0.0901	0.5862	0.2598	AT5G59650	leucine-rich repeat protein kinase, putative
247683_at	-0.1465	0.1897	0.909	0.1043	0.7987	0.2637	-0.3242	0.0195	0.9935	-0.4851	0.0031	0.999	AT5G59660	leucine-rich repeat protein kinase, putative
247684_at	0.0503	0.5413	0.4192	0.2756	0.9814	0.0476	0.4102	0.9504	0.0113	-0.0302	0.1477	0.2968	AT5G59670	leucine-rich repeat protein kinase, putative
247685_at	0.3333	0.9715	0.0444	-0.5145	0.0026	0.9991	0.1355	0.5691	0.1421	-0.0284	0.2375	0.4423	AT5G59680	leucine-rich repeat protein kinase, putative
247686_at	0.191	0.9084	0.1556	-0.0645	0.3205	0.6483	0.201	0.9253	0.1251	0.4294	0.9954	0.0099	AT5G59700	protein kinase, putative
247687_at	0.0816	0.684	0.3821	-0.1005	0.2456	0.6807	0.0609	0.6841	0.421	0.092	0.7996	0.356	AT5G59740	UDP-galactose/UDP-glucose transporter-related
247688_at	0.1133	0.7956	0.2793	-0.0664	0.3221	0.6555	0.3579	0.9872	0.0202	0.3354	0.9887	0.0271	AT5G59760	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G28690.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21721.1); contains InterPro domain Protein of unknown function DUF1635 (InterPro:IPR012862)
247689_at	-0.2214	0.0827	0.9184	0.006	0.5286	0.4683	0.1164	0.6607	0.2341	-0.0392	0.4189	0.7649	AT5G59770	similar to PAS2 (PASTICCINO 2) [Arabidopsis thaliana] (TAIR:AT5G10480.1); similar to PAS2 (PASTICCINO 2) [Arabidopsis thaliana] (TAIR:AT5G10480.2); similar to unnamed protein product [Vitis vinifera] (GB:CAO21719.1); contains InterPro domain Protein-tyrosine phosphatase-like, PTPLA (InterPro:IPR007482)
247690_at	0.0839	0.658	0.3648	-0.1645	0.1687	0.9047	-0.0956	0.2283	0.7584	-0.0733	0.3004	0.7717	AT5G59800	MBD7 (METHYL-CPG-BINDING DOMAIN 7); DNA binding
247691_at	0.0299	0.5468	0.4945	-0.3799	0.0138	0.9878	-0.3167	0.0225	0.9899	-0.0323	0.4079	0.6778	AT5G59720	HSP18.2 (HEAT SHOCK PROTEIN 18.2)
247692_s_at	0.0187	0.6285	0.5785	-0.0139	0.5307	0.561	0.0392	0.6264	0.4489	0.1095	0.8425	0.3149	AT5G59970;AT5G59690	[AT5G59970, histone H4];[AT5G59690, histone H4]
247693_at	0.3265	0.9116	0.0449	-0.1858	0.1345	0.934	0.1429	0.8847	0.2309	0.0139	0.5283	0.5472	AT5G59730	ATEXO70H7 (EXOCYST SUBUNIT EXO70 FAMILY PROTEIN H7); protein binding
247694_at	0.0945	0.7401	0.3245	-0.0377	0.4413	0.6506	-0.1562	0.1528	0.9174	0.1488	0.8421	0.1992	AT5G59750	riboflavin biosynthesis protein, putative
247695_at	-0.0845	0.3229	0.8228	0.2378	0.9682	0.0654	0.1353	0.7941	0.2051	-0.063	0.2794	0.7146	AT5G59710	VIP2 (VIRE2 INTERACTING PROTEIN2); transcription regulator
247696_at	0.422	0.6475	0.0294	-0.5502	0.002	0.9979	-0.2604	0.0427	0.8632	-0.0654	0.3098	0.7351	AT5G59780	MYB59 (myb domain protein 59); DNA binding / transcription factor
247697_at	0.0426	0.6739	0.4951	0.4608	0.9975	0.0077	0.1358	0.7027	0.2041	0.1684	0.8351	0.153	AT5G59810	ATSBT5.4; subtilase
247698_at	0.1724	0.8464	0.1903	-0.1175	0.2451	0.7732	0.0211	0.613	0.5382	0.0034	0.5593	0.643	AT5G59830	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G13660.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G13660.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21713.1)
247699_at	0.2594	0.8803	0.0927	-0.0469	0.4651	0.6719	0.1251	0.8422	0.2486	0.1533	0.9021	0.2047	AT5G59840	Ras-related GTP-binding family protein
247700_at	0.1434	0.8786	0.2222	0.3041	0.9423	0.0437	0.0896	0.8045	0.3627	0.0626	0.587	0.3727	AT5G59860	RNA recognition motif (RRM)-containing protein
247701_at	-0.0667	0.3573	0.7771	-0.0229	0.5302	0.5882	-0.2973	0.0299	0.9795	0.1172	0.8178	0.2717	AT5G59900	pentatricopeptide (PPR) repeat-containing protein
247702_at	-0.0704	0.3756	0.8038	0.2347	0.9641	0.0818	0.0869	0.7578	0.3549	0.0325	0.6149	0.5124	AT5G59500	protein-S-isoprenylcysteine O-methyltransferase
247703_at	0.0949	0.769	0.3175	0.1014	0.8418	0.2801	0.0383	0.5729	0.4383	0.0438	0.6845	0.5152	AT5G59560	SRR1 (SENSITIVITY TO RED LIGHT REDUCED 1)
247704_at	-0.0492	0.4326	0.7617	0.1276	0.8943	0.2287	0.0398	0.6215	0.466	0.1496	0.8549	0.203	AT5G59510	DVL18/RTFL5 (ROTUNDIFOLIA LIKE 5)
247705_at	-0.1287	0.2229	0.8948	-0.014	0.585	0.5989	-0.078	0.3399	0.8184	0.0379	0.6529	0.5168	AT5G59460	scarecrow-like transcription factor 11 (SCL11)
247706_at	0.4645	0.9151	0.0171	0.1092	0.8111	0.2061	0.481	0.9906	0.0055	0.1331	0.8137	0.2267	AT5G59480	haloacid dehalogenase-like hydrolase family protein
247707_at	-0.0188	0.4913	0.6723	-0.0086	0.5771	0.5874	-0.0779	0.3102	0.774	-0.2512	0.0415	0.9602	AT5G59450	scarecrow-like transcription factor 11 (SCL11)
247708_at	0.0702	0.6228	0.3688	0.1306	0.8498	0.1836	0.2142	0.9393	0.1041	0.1061	0.6772	0.2508	AT5G59550	zinc finger (C3HC4-type RING finger) family protein
247709_at	-0.2092	0.0924	0.9534	-0.1188	0.2631	0.8576	-0.3491	0.0133	0.9948	-0.162	0.129	0.9456	AT5G59250	sugar transporter family protein
247710_at	-0.1307	0.2104	0.8862	0.1783	0.9044	0.1453	0.0735	0.7562	0.3973	-0.1296	0.1871	0.9018	AT5G59260	lectin protein kinase, putative
247711_at	-0.2345	0.0726	0.9705	-0.0832	0.3663	0.804	-0.1922	0.0991	0.9191	0.0059	0.4292	0.4699	AT5G59270	lectin protein kinase family protein
247712_at	-0.145	0.1995	0.9064	-0.176	0.1485	0.9282	0.0172	0.5935	0.5587	-0.0171	0.4553	0.6586	AT5G59300	UBC7 (UBIQUITIN-CONJUGATING ENZYME 31); ubiquitin-protein ligase
247713_at	0.1589	0.7627	0.1452	-0.4702	0.0048	0.9953	-1.0287	0.0	0.9998	-0.8544	0.0002	0.9997	AT5G59330	Encodes a Protease inhibitor/seed storage/LTP family protein [pseudogene]
247714_at	0.0077	0.334	0.2677	0.1196	0.7942	0.2263	0.5092	0.9991	0.0033	-0.1471	0.1504	0.9265	AT5G59340	WOX2 (WUSCHEL-related homeobox 2); transcription factor
247715_at	-0.0181	0.5035	0.6521	-0.2919	0.0367	0.9621	0.1075	0.8305	0.3009	-0.0735	0.28	0.7555	AT5G59360	unknown protein
247716_at	-0.4225	0.0064	0.9924	0.3768	0.9803	0.0223	0.1838	0.9322	0.1522	-0.0366	0.1639	0.294	AT5G59350	similar to unnamed protein product [Vitis vinifera] (GB:CAO21684.1)
247717_at	0.4897	0.995	0.0057	-0.1042	0.2892	0.8035	-0.6204	0.0004	0.9998	-0.6555	0.0007	0.9998	AT5G59320	LTP3 (LIPID TRANSFER PROTEIN 3); lipid binding
247718_at	0.05	0.6885	0.4921	-0.1083	0.2879	0.8148	-0.1967	0.0986	0.9509	-0.3787	0.0203	0.8752	AT5G59310	LTP4 (LIPID TRANSFER PROTEIN 4); lipid binding
247719_at	0.1297	0.2294	0.0972	-0.8563	0.0001	0.9999	-0.8203	0.0001	1.0	-0.0146	0.4828	0.6679	AT5G59305	similar to unknown [Populus trichocarpa] (GB:ABK94520.1)
247720_at	-0.0502	0.3879	0.7445	-0.0664	0.42	0.7689	-0.1187	0.1481	0.6438	-0.1092	0.2084	0.8635	AT5G59290	UXS3 (UDP-GLUCURONIC ACID DECARBOXYLASE); catalytic
247721_at	0.002	0.579	0.6307	-0.1272	0.2425	0.8684	-0.0617	0.3818	0.7859	0.1491	0.8978	0.2122	AT5G59140	SKP1 family protein
247722_at	0.046	0.7003	0.5058	-0.2057	0.1048	0.935	-0.0668	0.3297	0.7541	0.138	0.8222	0.2175	AT5G59150	AtRABA2d (Arabidopsis Rab GTPase homolog A2d); GTP binding
247723_at	0.0794	0.7446	0.3544	0.2958	0.9565	0.0338	0.335	0.9519	0.0256	0.4981	0.9987	0.0046	AT5G59220	protein phosphatase 2C, putative / PP2C, putative
247724_at	0.1166	0.814	0.2874	-0.0697	0.3625	0.6691	0.0036	0.5468	0.5831	-0.0044	0.5008	0.6195	AT5G59380	MBD6 (methyl-CpG-binding domain 6); DNA binding
247725_at	0.2511	0.9488	0.0696	0.1863	0.9297	0.1099	0.2578	0.9624	0.0688	0.3987	0.9958	0.013	AT5G59410	similar to Rab5-interacting family protein [Arabidopsis thaliana] (TAIR:AT2G29020.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21636.1); contains InterPro domain Rab5-interacting (InterPro:IPR010742)
247726_at	0.1633	0.5056	0.1481	-0.3093	0.0313	0.9601	-0.0499	0.3342	0.6227	0.0793	0.7211	0.3666	AT5G59430	ATTRP1 (TELOMERE REPEAT BINDING PROTEIN 1); DNA binding
247727_at	-0.3222	0.025	0.9909	0.0133	0.5141	0.4689	0.0187	0.3485	0.3714	-0.254	0.0457	0.9833	AT5G59490	haloacid dehalogenase-like hydrolase family protein
247728_at	0.0879	0.5913	0.2593	0.1927	0.9414	0.1091	0.0055	0.5829	0.6078	0.1999	0.9476	0.1245	no_match	no_match
247729_at	0.0515	0.711	0.469	0.1146	0.7888	0.1897	0.052	0.639	0.3983	0.2704	0.9759	0.0559	AT5G59530	2-oxoglutarate-dependent dioxygenase, putative
247730_at	0.1189	0.8441	0.2921	0.0606	0.7029	0.313	0.0128	0.5592	0.5415	0.1561	0.8761	0.1885	AT5G59580	UDP-glucoronosyl/UDP-glucosyl transferase family protein
247731_at	-0.4574	0.0046	0.9973	-0.2697	0.0464	0.886	-0.3662	0.0109	0.9949	-0.4196	0.0078	0.9974	AT5G59590	UDP-glucoronosyl/UDP-glucosyl transferase family protein
247732_at	0.0822	0.4259	0.2705	0.0366	0.7177	0.4655	-0.2063	0.0824	0.9184	-0.2407	0.0498	0.947	AT5G59600	pentatricopeptide (PPR) repeat-containing protein
247733_at	-0.2278	0.0715	0.9254	-0.0829	0.2848	0.6775	-0.0609	0.3706	0.758	-0.1149	0.1901	0.8501	AT5G59610	DNAJ heat shock N-terminal domain-containing protein
247734_at	-0.0468	0.2451	0.555	0.0629	0.745	0.3936	-0.1266	0.219	0.8981	0.0223	0.6176	0.586	AT5G59400	similar to hypothetical protein [Vitis vinifera] (GB:CAN64889.1)
247735_at	0.0502	0.6469	0.3864	-0.0255	0.5399	0.6489	-0.2335	0.0596	0.9716	0.0948	0.7928	0.3492	AT5G59440	thymidylate kinase family protein
247736_at	-0.1672	0.1476	0.9194	0.0591	0.7778	0.4033	0.0179	0.5276	0.4905	-0.1649	0.1203	0.9329	AT5G59370	ACT4 (ACTIN 4)
247737_at	0.0046	0.5554	0.5877	-0.2006	0.1129	0.9474	-0.0726	0.3396	0.7779	-0.1492	0.1534	0.9226	AT5G59200	pentatricopeptide (PPR) repeat-containing protein
247738_at	0.109	0.8199	0.2961	-0.1741	0.1547	0.9283	-0.1195	0.223	0.8622	-0.0588	0.3546	0.7957	AT5G59210	myosin heavy chain-related
247739_at	-0.1198	0.2069	0.843	0.0697	0.7977	0.3427	0.1263	0.7953	0.2244	0.0927	0.8	0.3632	AT5G59240	40S ribosomal protein S8 (RPS8B)
247740_at	0.1134	0.8289	0.3121	0.1594	0.9126	0.166	-0.1463	0.1579	0.884	-0.1699	0.1178	0.9389	AT5G58940	CRCK1 (CALMODULIN-BINDING RECEPTOR-LIKE CYTOPLASMIC KINASE 1); kinase
247741_at	-0.1218	0.2358	0.8536	-0.0659	0.4207	0.7667	-0.1241	0.2224	0.8917	-0.0341	0.4406	0.7545	AT5G58960	GIL1 (GRAVITROPIC IN THE LIGHT)
247742_at	0.087	0.6632	0.3537	-0.6001	0.001	0.9997	-0.208	0.0801	0.9404	0.0803	0.6708	0.3322	AT5G58980	ceramidase family protein
247743_at	0.1075	0.7167	0.2172	0.0415	0.635	0.3397	0.163	0.8867	0.1695	0.4496	0.9979	0.0076	AT5G59010	protein kinase-related
247744_at	0.16	0.9002	0.2161	-0.0678	0.3485	0.6503	-0.1082	0.2423	0.8368	0.2089	0.9407	0.1125	AT5G59020	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G29510.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN70168.1); contains InterPro domain Tubby, C-terminal (InterPro:IPR000007)
247745_at	0.1249	0.8483	0.2571	0.1425	0.9095	0.193	0.3719	0.9926	0.018	0.2098	0.9439	0.1085	AT5G59030	COPT1 (COPPER TRANSPORTER 1); copper ion transmembrane transporter
247746_at	0.0547	0.6923	0.4209	-0.1029	0.2632	0.7098	-0.0376	0.3411	0.6089	-0.0612	0.3551	0.8057	AT5G58970	ATUCP2 (UNCOUPLING PROTEIN 2); oxidative phosphorylation uncoupler
247747_at	0.0432	0.5179	0.2994	-0.0617	0.4098	0.6868	-0.096	0.254	0.8039	0.4202	0.9964	0.0105	AT5G59000	zinc finger (C3HC4-type RING finger) family protein
247748_at	0.1119	0.8132	0.2832	-0.1655	0.1653	0.9023	0.0756	0.7103	0.3754	0.0254	0.604	0.5506	AT5G58920	similar to hypothetical protein OsI_001858 [Oryza sativa (indica cultivar-group)] (GB:EAY74011.1)
247749_at	0.0485	0.6986	0.4588	-0.0155	0.5516	0.5879	0.2557	0.9647	0.0739	-0.0261	0.3204	0.4883	AT5G58850	MYB119 (myb domain protein 119); DNA binding / transcription factor
247750_at	0.1834	0.9197	0.1664	0.0589	0.7718	0.3791	-0.0408	0.4409	0.7231	0.1176	0.7836	0.2591	AT5G58950	protein kinase family protein
247751_at	-0.1161	0.2418	0.8648	0.1777	0.9175	0.1504	0.0173	0.6342	0.5776	0.1914	0.9042	0.135	AT5G59050	similar to unknown [Populus trichocarpa] (GB:ABK92460.1)
247752_at	-0.2357	0.0734	0.9586	0.2027	0.932	0.1171	0.2804	0.9435	0.0499	0.1102	0.7984	0.2895	AT5G59060	similar to glucose transmembrane transporter [Arabidopsis thaliana] (TAIR:AT5G18880.1)
247753_at	-0.1083	0.2637	0.809	0.1156	0.8111	0.2436	0.3006	0.9849	0.0415	-0.2633	0.0378	0.9784	AT5G59070	glycosyl transferase family 1 protein
247754_at	-0.1724	0.1077	0.8139	-0.0936	0.2781	0.7395	0.0575	0.7135	0.4337	0.123	0.867	0.2763	AT5G59080	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G02020.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15731.1)
247755_at	-0.1827	0.1298	0.9394	-0.0082	0.584	0.6066	-0.2178	0.072	0.9568	-0.1362	0.1746	0.9228	AT5G59090	ATSBT4.12; subtilase
247756_at	0.101	0.7584	0.2663	0.1739	0.9272	0.1508	0.2413	0.9614	0.0799	0.2019	0.9434	0.12	AT5G59100	subtilase family protein
247757_at	-0.119	0.241	0.8337	-0.1944	0.1113	0.8889	-0.1713	0.1344	0.9408	-0.0984	0.2149	0.7759	no_match	no_match
247758_at	0.0414	0.6874	0.5157	0.3208	0.9551	0.0418	0.316	0.9855	0.0362	0.1403	0.6544	0.1723	AT5G59120	ATSBT4.13; subtilase
247759_at	-0.2365	0.0745	0.9705	-0.0901	0.3109	0.7743	0.0742	0.7583	0.3864	0.125	0.8336	0.2613	AT5G59040	COPT3 (Copper transporter 3); copper ion transmembrane transporter
247760_at	-0.4984	0.0025	0.9989	0.3897	0.9565	0.0252	0.1307	0.6024	0.1825	0.0517	0.5728	0.4009	AT5G59130	subtilase family protein
247761_at	0.032	0.5899	0.5179	-0.0694	0.4031	0.7406	0.0863	0.7612	0.3371	-0.0021	0.5404	0.656	AT5G59160	TOPP2 (Type one serine/threonine protein phosphatase 2); protein serine/threonine phosphatase
247762_at	-0.2675	0.0237	0.6491	0.0023	0.4719	0.4907	0.3781	0.9796	0.0173	0.0165	0.5089	0.524	AT5G59170	proline-rich family protein
247763_at	-0.1322	0.1953	0.8688	-0.112	0.2854	0.8543	-0.0068	0.5426	0.6351	0.0854	0.7004	0.3362	AT5G59180	DNA-directed RNA polymerase II
247764_at	-0.2573	0.031	0.7116	-0.0368	0.4438	0.6068	0.0769	0.6894	0.3621	-0.1024	0.2349	0.8344	AT5G59190	subtilase family protein
247765_at	-0.5587	0.0015	0.9992	-0.1159	0.2675	0.8412	0.149	0.8849	0.21	-0.1685	0.1239	0.9299	AT5G58860	CYP86A1 (cytochrome P450, family 86, subfamily A, polypeptide 1); oxygen binding
247766_at	-0.1617	0.1474	0.9078	-0.1099	0.2879	0.8468	0.0126	0.6064	0.5799	-0.1257	0.1929	0.9119	AT5G58870	FTSH9 (FtsH protease 9); ATP-dependent peptidase/ ATPase/ metallopeptidase
247767_at	0.1694	0.8434	0.1345	0.2065	0.9528	0.0904	0.3482	0.9918	0.0242	0.2239	0.9394	0.0939	AT5G58890	AGL82; DNA binding / transcription factor
247768_at	0.2905	0.9746	0.0564	-0.0012	0.3608	0.3503	-0.1208	0.1832	0.7787	0.049	0.6085	0.4191	AT5G58900	myb family transcription factor
247769_at	-0.0145	0.5321	0.6455	-0.0831	0.3229	0.758	0.2227	0.9029	0.0982	0.305	0.9789	0.0386	AT5G58910	LAC16 (laccase 16); copper ion binding / oxidoreductase
247770_at	0.1486	0.8818	0.233	0.0376	0.733	0.4667	0.0881	0.787	0.361	0.1726	0.922	0.1659	AT5G58930	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G46990.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN79178.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21512.1); contains InterPro domain Protein of unknown function DUF740 (InterPro:IPR008004)
247771_at	-0.0885	0.3132	0.8332	-0.0627	0.4015	0.7383	-0.1026	0.2736	0.8569	-0.1506	0.1509	0.9054	AT5G58590	RANBP1 (RAN BINDING PROTEIN 1)
247772_at	-0.1293	0.1727	0.8176	-0.3681	0.0149	0.9939	-0.0016	0.4548	0.5384	-0.3017	0.0264	0.983	AT5G58610	PHD finger transcription factor, putative
247773_at	0.0973	0.7983	0.354	-0.0635	0.3515	0.6033	-0.1097	0.2396	0.8484	0.1024	0.7601	0.3062	AT5G58630	similar to hypothetical protein [Vitis vinifera] (GB:CAN78823.1)
247774_at	-0.0577	0.3818	0.7273	0.2225	0.9381	0.0702	0.2114	0.9414	0.12	0.027	0.5665	0.5028	AT5G58660	oxidoreductase, 2OG-Fe(II) oxygenase family protein
247775_at	0.3026	0.9726	0.053	-0.0897	0.316	0.7839	0.2176	0.8944	0.0933	0.4338	0.9946	0.0097	AT5G58690	phosphoinositide-specific phospholipase C family protein
247776_at	-0.0705	0.3745	0.7992	0.0843	0.8231	0.308	-0.0822	0.3294	0.8227	0.1957	0.9446	0.1309	AT5G58700	phosphoinositide-specific phospholipase C family protein
247777_at	0.2294	0.9501	0.1079	-0.0252	0.5062	0.5995	-0.2115	0.0828	0.966	0.1143	0.8407	0.2998	AT5G58740	nuclear movement family protein
247778_at	-0.0619	0.3481	0.6749	-0.0429	0.4103	0.5999	-0.084	0.3177	0.8272	-0.0296	0.4495	0.7401	AT5G58750	wound-responsive protein-related
247779_at	-0.3009	0.028	0.9012	-0.0225	0.4342	0.4906	-0.0757	0.2891	0.7109	-0.2334	0.056	0.9791	AT5G58760	DDB2 (DAMAGED DNA-BINDING 2); nucleotide binding
247780_at	-0.0982	0.2888	0.7938	0.0382	0.6696	0.4459	0.0311	0.6498	0.5194	-0.0706	0.2851	0.7705	AT5G58770	dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative
247781_at	0.0077	0.5833	0.5638	-0.1511	0.1279	0.7261	0.0463	0.6951	0.478	0.1653	0.9184	0.1815	AT5G58784	dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative
247782_at	0.4136	0.9925	0.0165	0.1008	0.8099	0.2598	0.3329	0.9559	0.0265	0.2198	0.95	0.1001	AT5G58790	unknown protein
247783_at	0.082	0.7366	0.3984	0.0715	0.7831	0.3656	-0.2427	0.0541	0.9722	-0.0571	0.3664	0.805	AT5G58800	quinone reductase family protein
247784_at	0.0036	0.5134	0.5324	0.0863	0.8036	0.3129	0.1829	0.9211	0.145	0.213	0.9458	0.1074	AT5G58810	subtilisin-like serine protease, pseudogene, contains similarity to prepro-cucumisin GI:807698 from (Cucumis melo); non-consensus acceptor site AA at exon 6; blastp match of 43% identity and 2.1e-113 P-value to GP|13325079|gb|AAD02075.3||AF036960 subtilisin-like protease C1 {Glycine max}
247785_at	-0.1022	0.2448	0.739	-0.0938	0.2862	0.7341	-0.187	0.1112	0.947	-0.289	0.0277	0.9828	AT5G58820	subtilase family protein
247786_at	-0.0046	0.5482	0.6064	0.0152	0.6698	0.5169	-0.0876	0.2953	0.8018	0.1584	0.8287	0.171	AT5G58600	PMR5 (POWDERY MILDEW RESISTANT 5)
247787_at	0.0462	0.6623	0.4982	-0.1795	0.1462	0.9366	-0.0505	0.426	0.7669	-0.0989	0.2453	0.8697	AT5G58640	selenoprotein-related
247788_at	0.2742	0.9508	0.0755	-0.0684	0.3547	0.6823	-0.0704	0.3619	0.7996	-0.1381	0.1688	0.8716	AT5G58730	pfkB-type carbohydrate kinase family protein
247789_at	-0.0656	0.3874	0.7758	0.0206	0.6845	0.4946	0.1088	0.8364	0.3035	-0.1729	0.1158	0.9434	AT5G58680	armadillo/beta-catenin repeat family protein
247790_at	0.0797	0.7695	0.375	-0.1972	0.1144	0.9338	-0.0822	0.3056	0.796	-0.0329	0.4427	0.7506	AT5G58720	PRLI-interacting factor, putative
247791_at	0.0355	0.6628	0.5313	-0.1099	0.2936	0.8535	0.0367	0.6695	0.5123	-0.0078	0.5172	0.6716	AT5G58710	ROC7 (rotamase CyP 7); peptidyl-prolyl cis-trans isomerase
247792_at	0.2132	0.9414	0.1177	-0.1123	0.2897	0.8597	-0.0861	0.297	0.7975	-0.0247	0.469	0.7287	AT5G58787	zinc finger (C3HC4-type RING finger) family protein
247793_at	0.3202	0.8987	0.0523	-0.2004	0.1137	0.9488	-0.0798	0.3074	0.779	0.2404	0.9423	0.078	AT5G58650	PSY1 (PLANT PEPTIDE CONTAINING SULFATED TYROSINE 1)
247794_at	-0.0285	0.3071	0.5133	-0.0755	0.3702	0.7414	-0.0371	0.4104	0.6781	0.0917	0.8016	0.3585	AT5G58670	ATPLC1 (PHOSPHOLIPASE C 1); phospholipase C
247795_at	-0.0696	0.2979	0.7196	-0.1068	0.2121	0.6098	-0.1206	0.2126	0.8503	-0.1978	0.0833	0.9561	AT5G58620	zinc finger (CCCH-type) family protein
247796_at	-0.0042	0.5606	0.6165	0.2815	0.9789	0.0454	-0.003	0.5721	0.6372	0.2241	0.8937	0.0895	AT5G58782	dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative
247797_at	0.0983	0.8056	0.3331	0.3268	0.988	0.0245	0.0655	0.6597	0.3593	0.0766	0.7107	0.3746	AT5G58780	dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative
247798_at	-0.1741	0.1391	0.9278	-0.0448	0.4628	0.6581	-0.179	0.1222	0.9436	0.0642	0.5308	0.3027	AT5G58830	subtilase family protein
247799_at	-0.1178	0.2431	0.8674	-0.1575	0.1183	0.6936	0.2188	0.8875	0.1031	0.0173	0.5264	0.5046	AT5G58840	subtilase family protein
247800_at	-0.077	0.3532	0.815	-0.0356	0.4332	0.6134	0.0116	0.5534	0.5554	-0.0404	0.2751	0.5055	AT5G58570	unknown protein
247801_at	0.0939	0.6938	0.3457	-0.0848	0.3493	0.7877	-0.0073	0.5413	0.6448	-0.0322	0.4294	0.722	AT5G58560	phosphatidate cytidylyltransferase family protein
247802_at	-0.0239	0.471	0.6482	-0.3158	0.0279	0.9861	0.0957	0.5757	0.2278	0.1376	0.7295	0.1961	AT5G58580	ATL63; protein binding / zinc ion binding
247803_at	0.0428	0.6867	0.488	-0.2955	0.0365	0.9578	-0.0787	0.3217	0.8077	0.0257	0.5591	0.5134	no_match	no_match
247804_at	-0.0058	0.53	0.6105	0.0434	0.5893	0.3597	-0.1843	0.1116	0.9434	0.2115	0.9532	0.1086	AT5G58170	glycerophosphoryl diester phosphodiesterase family protein
247805_at	0.0003	0.5023	0.4931	-0.2441	0.0627	0.9357	0.398	0.9946	0.0125	0.1129	0.753	0.2591	AT5G58180	ATYKT62
247806_at	-0.0863	0.2901	0.8075	0.0417	0.7099	0.4105	0.0884	0.7994	0.3625	0.0021	0.4983	0.5984	AT5G58270	STA1 (STARIK 1); ATPase, coupled to transmembrane movement of substances
247807_at	0.0662	0.6932	0.3618	0.1163	0.7451	0.1667	0.1002	0.8159	0.3261	-0.0636	0.2827	0.6788	AT5G58360	ATOFP3/OFP3 (Arabidopsis thaliana ovate family protein 3)
247808_at	0.236	0.7731	0.1075	-0.0646	0.417	0.742	-0.0308	0.389	0.5902	0.1049	0.8189	0.3236	AT5G58190	ECT10
247809_at	-0.0276	0.4984	0.7022	0.0176	0.5093	0.4531	-0.1552	0.1541	0.9144	0.2119	0.7772	0.0931	AT5G58280	transcriptional factor B3 family protein
247810_at	0.1146	0.8398	0.3131	-0.0171	0.5414	0.5598	0.0302	0.6636	0.5402	0.1035	0.8291	0.3331	AT5G58290	RPT3 (root phototropism 3); ATPase
247811_at	0.165	0.8213	0.198	-0.0113	0.5774	0.5693	-0.1448	0.1731	0.8967	0.0202	0.5927	0.5783	AT5G58430	ATEXO70B1 (exocyst subunit EXO70 family protein B1); protein binding
247812_at	0.2131	0.5507	0.1081	-0.4372	0.0071	0.9929	-0.5418	0.0011	0.9997	-0.2183	0.0673	0.787	AT5G58390	peroxidase, putative
247813_at	-0.1152	0.2421	0.8693	-0.0106	0.4989	0.5688	-0.1324	0.2038	0.9012	-0.1383	0.1591	0.9094	AT5G58330	malate dehydrogenase (NADP), chloroplast, putative
247814_at	-0.0315	0.4847	0.7115	-0.1988	0.1152	0.9454	-0.1145	0.2475	0.882	-0.1695	0.1247	0.917	AT5G58310	hydrolase, alpha/beta fold family protein
